   8.401877171547e-01   4.824906566564e-01   9.794341293068e-01   2.972884524135e-01   1.191112809438e-01   8.289573070728e-01   7.616124445394e-01   9.041871358194e-01   9.640412037093e-02   3.129895461318e-01   4.572396601817e-01   6.378062389036e-01   8.759319846872e-01   2.564885184432e-01   3.651604197757e-02   7.261442270717e-01   4.352158095852e-01   4.499100942397e-02   1.999381572008e-01   9.492296729932e-02   8.605166156127e-02   3.002745491919e-01   2.097318592527e-01   5.582868058972e-01   3.587274096714e-01   5.382046813789e-01   5.248783829272e-01   3.646946229808e-01   9.436005712224e-01   8.357970606702e-02   5.875869051496e-02   1.436213674693e-01   6.461125442973e-01   4.475635189785e-01   4.043209689689e-01   9.816374820572e-01   8.684751646912e-01   7.448414860968e-01   5.746182066270e-01   9.952986771219e-01   4.561514698230e-01   2.783272882357e-02   1.619747742833e-01   9.931458360484e-01   3.348544320720e-01   1.291486831052e-01   2.869641810129e-01   8.460101004904e-01   6.905754649502e-01   3.680651222207e-01   3.224092271749e-01   4.662026155117e-01   1.118015610202e-01   8.520602382962e-01   6.512882097863e-02   9.820384737021e-01   4.173160779371e-01   9.902558224230e-01   6.802956390569e-02   7.772659323072e-01   5.593269549121e-01   4.531634694213e-01   2.650217573461e-02   7.502966005124e-01   7.563171813992e-01   8.269411659925e-01   8.025148589176e-01   4.308360649416e-01   3.552854011558e-01   6.064102927253e-01   5.499771100236e-02   7.447263783518e-01   2.195074410269e-02   3.303940223206e-02   5.069942234582e-01   6.210317726345e-01   6.850249756524e-01   9.869812284536e-01   2.322988837176e-01   2.947564573468e-01   4.244253795708e-01   4.900343592698e-01   4.122910603938e-01   9.888305193693e-02   4.107797697237e-01   5.051886646567e-01   5.534118737808e-01   7.416857950118e-01   1.789579494758e-02   6.684007005153e-01   1.039319755993e-01   1.007402926221e-01   8.214377448063e-01   5.415214917350e-01   9.227183363041e-01   2.543906719677e-01   2.049297579587e-01   6.827841166792e-01   8.681771181841e-01   1.138410037914e-01
   3.943829268191e-01   2.158249589688e-01   7.438112072385e-01   9.049324714136e-01   5.896367084187e-01   6.756540586593e-01   9.635047521272e-01   3.129397143204e-01   7.876423759328e-01   1.055763019740e-01   6.403677792476e-01   4.328732175906e-01   5.148488057381e-01   7.691213636515e-01   5.395839277374e-01   7.466352389877e-01   9.678680775537e-01   2.636165042704e-01   2.550764955837e-01   9.981418591915e-01   1.808861862779e-01   1.026832215035e-01   7.372697460173e-01   8.891538581295e-01   5.489380157315e-01   7.431629312891e-01   4.466491725513e-01   7.668624896402e-01   5.225882909832e-01   3.096345021900e-02   1.388110733306e-02   5.862875057321e-01   8.036702800559e-01   1.325726975373e-03   5.896289211650e-01   8.861157996050e-01   5.120075547658e-01   1.283043344171e-02   3.675808456575e-01   7.361617366486e-01   2.487501465942e-01   5.540684277909e-01   2.519609687161e-01   6.207340418458e-01   1.607623673793e-01   2.305439478860e-01   5.594944476893e-01   7.967931478269e-01   2.688901570015e-01   5.082037600261e-01   2.216085699488e-02   3.014872564475e-01   3.408489224226e-01   3.044743604513e-02   3.860593547048e-01   9.041997328886e-01   4.383520621054e-01   3.600836351328e-01   7.629120739935e-01   6.373395997273e-01   4.650080755656e-01   8.233003229011e-02   4.595129836628e-01   8.200905219745e-01   1.371180061889e-01   7.496998462592e-02   2.940940876930e-01   2.818449052432e-01   9.496251530711e-01   3.756195951140e-01   9.856794201702e-01   2.505253615093e-01   3.831308397386e-01   1.325755310862e-01   1.452545677988e-01   3.280384635218e-01   1.241133669969e-01   8.315313131695e-01   3.667268265815e-01   6.146150713855e-01   6.254477010227e-02   8.560201310814e-01   7.981570511116e-01   6.150249962765e-01   3.318605219628e-01   8.089264891152e-01   5.669525347496e-01   8.281344602947e-01   2.585936781292e-01   9.625906939444e-01   9.400068754051e-01   1.116584819330e-01   7.989413429978e-01   1.611037278367e-01   5.178048468743e-01   4.396262580713e-01   2.013059296651e-01   3.131282037651e-01   7.694814069054e-01   9.469199091880e-02
   7.830992237586e-01   9.502523741453e-01   9.033663402793e-01   9.096429575745e-01   5.786348472250e-01   9.041700330117e-01   3.318457944933e-01   7.524787032755e-01   9.464352181863e-01   8.884328519406e-01   7.170915788585e-01   8.568614725288e-03   9.718181746881e-01   1.444679634387e-01   3.293416580788e-01   4.706740367555e-01   5.794938637780e-01   2.345144512293e-01   5.765529352131e-01   2.388733226056e-01   4.264232266817e-01   2.889565612604e-01   8.627787203820e-01   3.977471936484e-01   3.140543379421e-01   6.367828276180e-01   1.644047993070e-01   2.031957517393e-01   2.914753022098e-01   5.064710828040e-01   6.222115813858e-01   8.297172243845e-01   4.015732893728e-01   1.308421311578e-01   1.761793141142e-01   7.556669850627e-01   3.412616505945e-01   9.618431730018e-01   8.538548852568e-01   8.969701760900e-01   6.996012761721e-02   3.174310565542e-01   1.388602317957e-01   7.397856278065e-01   6.175629662432e-01   9.695894569017e-01   9.140212772945e-01   6.288916825451e-01   6.667278989529e-02   9.023468582436e-01   2.348111156536e-01   6.367595142856e-01   3.680366307348e-01   3.185284958773e-01   5.115414380615e-01   4.871244730834e-01   9.932020911915e-01   8.477160860075e-01   1.249479717226e-01   5.931163498168e-01   7.164409960231e-01   9.723972198425e-01   8.893686285659e-01   8.038872377034e-01   2.931044354537e-01   2.816865296483e-01   2.304842123904e-01   7.972399721841e-01   7.458289976911e-01   9.422334925934e-01   4.971962936675e-01   2.718498498536e-01   3.720523698125e-02   4.291230013730e-01   6.721718915143e-01   4.250716168550e-01   9.660156140877e-01   6.511023857869e-01   7.243367171494e-01   9.708554264954e-01   7.910981074865e-01   7.772648184454e-01   1.503769746750e-01   6.770694426620e-01   8.158539113662e-01   1.606795467253e-01   4.351552624419e-02   1.418323554759e-01   8.571334792567e-01   9.150053360104e-01   5.546979422470e-01   6.910385497338e-01   2.503755671207e-01   6.540530154733e-01   5.644856652080e-01   9.937077364855e-01   3.013413666288e-01   3.296112699106e-01   8.960010273829e-01   5.333532791274e-01
   7.984400334761e-01   9.201282537170e-01   9.835957381798e-01   8.739789681854e-01   5.298992192978e-01   1.911116378340e-01   4.023787749011e-01   2.979332265900e-01   1.014803234029e-01   1.022332655742e-01   4.600674540084e-01   9.960415465739e-01   6.537597024132e-01   5.642517407258e-01   4.296133026619e-01   2.116042879464e-01   9.131422969108e-02   2.035780480148e-01   7.730155814313e-01   1.583157750584e-01   4.706578284831e-02   3.502074793681e-01   3.708646792783e-01   7.713807959908e-01   2.978485512072e-01   9.257604605173e-02   2.743353938099e-01   1.135304268047e-01   6.950396633218e-01   5.644057768231e-01   3.913505097811e-02   9.179785381621e-01   4.894242298274e-01   7.057596914031e-01   9.507135264346e-01   9.280989435167e-01   1.165079661256e-01   4.746513420132e-01   3.547711658081e-01   4.264958470252e-01   7.420974586821e-01   5.861366216960e-01   8.090335413856e-01   3.473198010341e-01   8.244436605947e-01   4.855047285024e-01   2.827334447218e-01   6.740580441775e-01   2.477656580730e-01   5.728852700316e-01   3.547467344230e-01   1.058537699775e-02   2.919466096405e-02   2.671968006842e-01   1.746078953960e-01   1.752557690140e-01   1.873186203592e-01   9.240861651134e-01   7.929050940056e-01   6.482201677972e-01   9.340906799464e-01   9.778413912178e-01   1.296333876111e-02   3.402691270878e-01   2.562475662009e-01   9.833362745044e-01   9.027175032081e-01   7.309906462817e-01   7.601412407868e-01   9.252505343991e-01   4.673944294766e-01   1.726354170463e-01   7.778837959179e-01   3.194525466857e-02   6.158221189938e-01   5.523730761150e-01   6.722169004717e-01   7.897357692894e-02   9.568573948726e-01   8.834686278754e-01   2.890856751656e-01   2.307782095069e-01   3.502628511518e-01   4.531755482094e-01   8.928462019623e-01   5.630500966511e-01   1.267188219944e-01   2.659016690524e-01   5.946652072457e-01   1.170211453536e-01   3.270839584652e-01   5.046543579105e-01   8.393444767405e-01   9.922090670989e-01   3.544944247019e-02   7.214111982479e-01   2.166424944143e-01   7.503494623817e-01   4.109306309423e-01   1.729557864242e-01
   9.116473579368e-01   1.476600147540e-01   6.668803345723e-01   4.981439264948e-01   5.950452567055e-01   3.945212920171e-01   5.607845119949e-01   8.093706773638e-01   2.748965384787e-01   4.797771403006e-01   5.411395903403e-01   3.637274836021e-01   6.445122052191e-01   8.007745974701e-01   2.070805803906e-02   9.630921054460e-01   3.817621545781e-01   4.283085108866e-01   1.007094979755e-01   5.659587413845e-01   3.069023123509e-01   5.260611770330e-01   4.566696595664e-01   1.412065970438e-01   6.757504505458e-01   4.332297600029e-01   1.336372476693e-01   3.434635304583e-01   9.238946376945e-01   9.704173696090e-01   2.215512144480e-01   3.381993059712e-01   4.696757418428e-01   6.187122401869e-01   3.271842269819e-01   7.481314790194e-01   2.405966353792e-01   1.330312677347e-01   5.311237618006e-01   1.763788970077e-01   2.169350540344e-01   2.200217359793e-01   6.564999281692e-01   4.860948237991e-01   5.657581289139e-02   1.099549453286e-01   4.820734935264e-01   2.543708636679e-02   3.043729217278e-01   7.844962043616e-01   5.860354875149e-01   9.621550105336e-01   4.587716555497e-01   5.564237416519e-01   3.873165684693e-01   8.125291894248e-01   7.766513157527e-02   9.590340074892e-01   9.579195054052e-01   1.177278897342e-01   9.265513410450e-01   4.363293598575e-01   9.534814972214e-01   1.391713456899e-01   8.516922261807e-01   5.645530873745e-01   5.540207780684e-01   4.851730286540e-01   7.350728464011e-01   2.119093631450e-01   8.644467857035e-01   9.747284068608e-01   9.717993810642e-01   3.070613701395e-01   3.937284454674e-01   6.663947248209e-01   7.070608882732e-01   8.413681950613e-02   7.090021715076e-01   9.176645502065e-01   4.201937003155e-03   8.091304333923e-01   5.991669374514e-01   3.072452788741e-01   8.911359430715e-01   4.925176629296e-01   6.131177240112e-01   5.918375554457e-01   6.965402423854e-01   7.649262392730e-02   6.073058050160e-01   2.033042163603e-01   1.448059352789e-01   6.858903680397e-01   4.875200048497e-01   2.463841988921e-01   5.908093441235e-01   2.812586735381e-01   8.053742907035e-01   1.693557483001e-01
   1.975513692934e-01   8.810621695039e-01   4.972585190540e-01   5.761995481216e-01   3.619168411763e-01   7.060667321580e-01   5.544481629294e-01   1.890636129254e-01   2.393207779337e-01   2.703205031670e-01   5.843191876003e-03   9.254195200863e-01   9.849796388228e-01   4.115511786246e-01   4.137318299216e-01   2.645525486509e-01   6.783514733791e-01   9.045385247583e-01   5.791755125761e-01   1.697482039080e-01   8.277051694820e-01   8.107910169339e-01   7.443895571606e-01   4.297512827580e-01   8.526222318656e-01   4.821074309210e-01   8.287210356578e-01   7.982972705729e-01   4.167504051778e-01   7.377245126933e-01   4.034305430965e-01   6.599010730441e-01   6.480178700984e-01   5.758753314502e-01   4.645054580013e-01   1.691825004151e-01   7.702887108411e-02   3.832848893401e-01   7.683767870853e-01   1.671787058782e-01   2.979122778857e-01   8.959011281356e-01   8.786439182603e-01   3.841986504310e-01   2.462169473275e-01   4.155577763056e-01   6.586204383795e-01   4.760303546097e-01   2.238589642681e-01   1.257820521136e-03   1.091142371805e-02   1.445457149039e-01   9.944494673956e-01   9.931024988150e-01   9.353143176694e-01   7.727698570922e-01   2.862188370369e-01   6.849769333773e-01   3.696294503145e-03   5.184830634475e-02   1.925565140287e-01   2.665995388602e-01   1.653209962721e-01   4.214322894911e-02   2.409377760444e-01   8.783512333773e-02   3.077735073435e-01   6.025940224540e-01   5.191318339292e-01   7.335506471496e-01   2.359390539285e-01   5.799668685440e-01   4.149662705208e-02   8.443220108023e-01   7.143444696974e-01   1.447092602703e-02   5.156430148127e-01   6.816261087924e-01   8.356669749299e-01   4.340505015264e-01   7.838647220209e-01   2.560509924107e-01   4.562497057283e-01   7.311719612829e-01   6.870222411524e-01   5.403199175095e-01   7.072974083513e-01   1.715797824653e-01   4.806445666964e-01   9.020044602929e-01   5.366916267838e-01   6.021848696294e-01   1.938742521190e-01   7.024416936107e-02   5.716443413737e-01   4.262791096355e-01   8.565822568986e-01   9.042035531738e-01   5.198179648816e-01   5.806261629707e-02
   3.352227557149e-01   6.410805963171e-01   1.639680034313e-01   1.627567434510e-01   3.042854537742e-01   8.689240002394e-01   6.221666106126e-01   5.911105995025e-01   8.097427737944e-01   1.997238407842e-01   2.686842276103e-01   9.928511972506e-02   7.987058860244e-01   5.992906860073e-01   5.631610632703e-01   2.658183296518e-01   9.263643645339e-01   3.063366377290e-02   4.603094199953e-01   4.258942466350e-01   8.879645079784e-01   9.050964293560e-01   6.698714316217e-01   2.492673267840e-01   4.733446754857e-01   5.531114323778e-01   6.691769918749e-01   2.778923405697e-01   1.730355444239e-01   6.557927935644e-02   8.290145075084e-01   6.633936519098e-01   1.100687962538e-02   3.805444917551e-01   4.720993365497e-01   9.621252082112e-01   6.433999774248e-01   7.760500683338e-01   4.702114851541e-01   3.888375081070e-01   2.373212791222e-01   1.390755917593e-01   6.403725117633e-01   3.135397295996e-01   9.674781439674e-01   7.515526571085e-01   3.803632615043e-01   1.860503457422e-01   2.983547660049e-01   5.851146213641e-01   1.291112923665e-01   6.378861538311e-01   4.706651891911e-01   9.276945809497e-01   1.752242097516e-01   4.888436139975e-01   6.132016836727e-01   9.968577609383e-01   5.850740860147e-01   9.834143454132e-01   4.257602945090e-02   1.019450081987e-01   5.376433145896e-01   9.584673172601e-01   9.048440046165e-01   1.336585605208e-01   8.574932961992e-01   1.855892535232e-01   9.648628337145e-01   3.333439777295e-01   5.899394147983e-01   6.140635686992e-01   9.611936155526e-01   9.087150455027e-01   7.141318198825e-01   7.661316784872e-01   9.457936915317e-01   9.170376825691e-01   7.871883016951e-01   3.279247681275e-01   4.298270626133e-01   3.708287549069e-01   9.658262929720e-02   9.331414578171e-01   1.390671977490e-01   8.466425341771e-01   2.983469470862e-01   4.655371557295e-01   3.409502763957e-01   6.308456280412e-02   9.108775993394e-01   8.691330463016e-01   3.459602782251e-02   4.273651179054e-01   3.127223915945e-01   3.421341773784e-01   5.592409528602e-01   9.276693290694e-01   7.230393475495e-01   9.029245716068e-01
   7.682295948119e-01   4.319534182697e-01   8.300118338456e-01   2.739111689264e-01   8.887233253982e-01   5.473970945680e-01   1.910276683937e-01   5.343939878672e-02   9.504274795532e-02   2.877363987676e-01   1.916303100025e-01   2.646238348748e-01   3.896666091819e-01   4.483222935574e-01   9.487081994064e-01   7.257708752182e-01   8.444820450826e-01   5.297540442691e-01   2.860743609658e-01   9.710474046744e-01   5.297681272634e-02   5.151200697362e-01   7.345426481844e-01   7.108069428759e-01   9.559379522484e-01   3.292851444936e-01   6.161626743228e-01   3.438031302503e-02   3.850007953052e-01   1.784297484804e-01   3.921791875699e-01   6.408002319004e-01   5.220749809044e-01   4.050384100550e-01   4.641590763182e-01   5.480481067430e-01   9.140267646471e-02   3.016743903522e-02   7.849289159220e-01   3.931675103461e-01   2.193027889446e-01   9.547039572870e-01   2.173314048989e-01   3.838052723481e-01   2.799140286073e-01   4.861483320064e-01   9.377145422333e-01   6.375933236618e-01   2.523461572138e-01   2.356528803872e-01   9.766907491613e-01   1.805449338539e-01   8.869770238581e-01   3.060652787360e-01   9.559349170681e-01   9.059410704793e-01   6.354724823662e-01   6.547511404635e-01   9.937346652121e-01   8.251770310221e-01   6.046678221806e-02   8.894787793464e-01   3.019967942042e-01   5.170094037973e-01   8.853796035449e-02   2.543817289427e-01   8.149891583319e-01   6.890235946928e-01   8.249674494495e-01   4.310882545221e-01   3.846329354610e-01   3.271219424564e-01   2.035891847702e-01   8.152776401561e-02   2.255237792737e-01   8.499122373061e-01   3.141920842762e-01   8.203156822456e-01   9.924812624196e-01   8.552361670207e-01   1.220345418537e-01   7.213413802541e-01   5.149624033435e-01   6.392636683952e-01   3.329213575148e-01   5.921511364133e-01   6.791716882396e-01   9.724542167841e-01   6.508611685833e-01   2.019421170475e-01   3.251999101253e-01   8.148334481822e-01   4.456662514460e-01   5.284581508154e-01   2.918030863124e-01   6.858003715453e-01   9.789971136390e-01   7.209389683422e-01   3.463242744777e-01   1.159243421238e-01
   2.777747108032e-01   6.195964839401e-01   8.889487501648e-01   8.645789604003e-01   4.765846549890e-01   7.389593826323e-01   4.779608796714e-01   1.014541541699e-01   7.467303293509e-01   6.576430451393e-01   6.933702876295e-01   8.010238771332e-01   5.155318325923e-01   8.904203013007e-01   8.730965651912e-01   5.906493927309e-01   6.222140349551e-01   2.227293463530e-01   1.331002005064e-01   2.476852546668e-01   5.186887926043e-02   1.524133841286e-01   1.520623425730e-01   5.632628214374e-01   5.403886500468e-01   2.263142127666e-01   7.796145229505e-01   3.559163936209e-01   4.653893562338e-01   1.075172173360e-01   9.258783342903e-01   9.043256574796e-01   4.048642047704e-01   7.867956747239e-01   1.820135177961e-01   6.891940295180e-01   1.921731234492e-02   2.353884769768e-01   9.310236195712e-01   8.954351250527e-01   9.795374204309e-01   7.425636918017e-01   2.979339288072e-02   3.622046147297e-01   1.918713488578e-01   9.699264052184e-01   1.483844388967e-01   6.529065736816e-02   5.041191636138e-01   1.036325907817e-01   6.347227318374e-01   8.122179959026e-01   7.882139975150e-02   8.678182013649e-01   9.125032140466e-02   8.665600208876e-01   9.595247199570e-01   9.410595120588e-01   7.356466374992e-01   2.772453479829e-01   2.290793993646e-01   5.967332895830e-01   5.933636723055e-01   6.765808191507e-01   2.099548867950e-01   3.554596334488e-01   8.013221178210e-01   7.688523604390e-01   8.540381569667e-01   2.361524832603e-01   6.686514824017e-01   4.233749128987e-01   5.657643995088e-01   1.415098179791e-02   9.735416523058e-01   1.131926538018e-01   2.678254946451e-02   1.650753399195e-01   2.561545410455e-01   9.931732430091e-01   3.751311182860e-01   7.107048145080e-01   1.676603817230e-01   3.029280106085e-01   9.074512701051e-01   5.419049973329e-01   3.193785805811e-01   3.811867397191e-01   6.059750703191e-01   2.121058545132e-01   3.141469323608e-03   2.755993997099e-01   4.849859035970e-01   4.214701663803e-02   3.152164478391e-01   6.701084099105e-01   5.823097511112e-01   3.783959799346e-01   9.511674293090e-03   7.040823203065e-01
   5.539699557954e-01   2.810594124166e-01   7.699468083540e-02   4.923988219781e-01   1.698202677862e-01   9.324845978676e-01   3.601051156223e-01   1.572750933269e-01   2.772136480907e-01   9.470009649857e-01   4.440973333288e-01   2.910569963469e-01   3.224512298230e-01   3.124906245212e-01   2.549064020882e-01   3.135600869141e-01   3.870108404136e-01   3.472866254613e-01   8.638500272594e-01   5.431648742143e-01   8.770989104533e-01   2.027872773832e-01   2.364895149304e-01   5.592488709647e-01   2.081754748748e-01   3.116023737526e-01   4.596354530471e-01   5.353358902667e-02   4.642082156912e-01   6.559137430302e-01   6.484510161208e-01   2.437576242926e-01   8.230125493477e-01   1.869826131440e-01   5.308924385025e-01   4.057860245955e-01   5.942732983242e-01   4.170509969895e-01   2.277109777684e-01   9.911517989781e-01   5.018462154557e-01   4.270457496993e-01   1.350066411006e-01   5.713283296541e-01   8.326688878390e-02   9.088858672925e-01   7.272092335518e-01   4.135329911548e-01   5.582817804805e-01   8.960380325541e-01   5.451023096894e-01   5.690259945435e-01   4.129840840646e-01   3.345886610144e-01   1.396390288787e-01   8.976308144152e-01   7.791235958129e-01   2.670110521219e-01   7.664371401847e-01   8.109317635237e-01   6.200972528290e-02   5.121013431401e-02   5.439366961568e-01   2.853414305883e-01   5.224627575476e-01   8.402360229940e-01   3.978479203758e-01   9.060359815629e-01   7.793127292671e-01   7.042569386327e-01   8.377688288865e-02   4.527959928162e-02   8.845256999529e-01   1.284354692923e-01   3.048703411151e-01   2.746666759600e-01   8.140901954910e-01   1.308389483629e-01   6.012843733659e-01   4.723316545004e-01   8.224009023152e-01   3.973168169136e-01   4.815175288736e-01   4.038603219222e-01   6.391154889199e-01   3.332024758371e-01   6.703617357045e-01   3.396591326872e-01   7.923163058200e-01   4.057880288017e-01   4.470099790241e-02   1.398050278145e-01   1.450851425273e-01   4.733005238107e-01   8.589752264595e-01   7.315546324158e-02   3.835023759787e-01   2.754154169352e-01   6.057612675269e-01   6.218678674762e-01
